transaction_id,atm_id,timestamp,type,amount_naira,success,duration_seconds,card_type,peak_hour
TXN-1746244139-74403,ATM-00001,2025-05-03T04:48:59.914566,withdrawal,5000,TRUE,43,Visa,FALSE
TXN-1746254639-20446,ATM-00001,2025-05-03T07:43:59.914566,balance_inquiry,0,TRUE,100,Visa,FALSE
TXN-1746279779-39300,ATM-00001,2025-05-03T14:42:59.914566,balance_inquiry,0,TRUE,19,Mastercard,FALSE
TXN-1746273119-17706,ATM-00001,2025-05-03T12:51:59.914566,withdrawal,50000,TRUE,80,Verve,FALSE
TXN-1746263819-12078,ATM-00001,2025-05-03T10:16:59.914566,balance_inquiry,0,TRUE,103,Verve,TRUE
TXN-1746298199-15723,ATM-00001,2025-05-03T19:49:59.914566,deposit,0,TRUE,58,Mastercard,FALSE
TXN-1746256859-24982,ATM-00001,2025-05-03T08:20:59.914566,balance_inquiry,0,TRUE,27,Verve,FALSE
TXN-1746232199-16088,ATM-00001,2025-05-03T01:29:59.914566,deposit,0,TRUE,113,Mastercard,FALSE
TXN-1746241379-93984,ATM-00001,2025-05-03T04:02:59.914566,withdrawal,5000,TRUE,85,Mastercard,FALSE
TXN-1746264959-96712,ATM-00001,2025-05-03T10:35:59.914566,balance_inquiry,0,TRUE,65,Visa,TRUE
TXN-1746275879-47295,ATM-00001,2025-05-03T13:37:59.914566,withdrawal,5000,TRUE,97,Verve,FALSE
TXN-1746274259-47199,ATM-00001,2025-05-03T13:10:59.914566,withdrawal,5000,TRUE,72,Visa,FALSE
TXN-1746281699-45518,ATM-00001,2025-05-03T15:14:59.914566,withdrawal,10000,TRUE,82,Verve,FALSE
TXN-1746294719-36423,ATM-00001,2025-05-03T18:51:59.914566,withdrawal,20000,TRUE,57,Mastercard,TRUE
TXN-1746227039-51505,ATM-00001,2025-05-03T00:03:59.914566,withdrawal,5000,TRUE,73,Verve,FALSE
TXN-1746292379-13913,ATM-00001,2025-05-03T18:12:59.914566,withdrawal,50000,TRUE,71,Mastercard,TRUE
TXN-1746274439-34817,ATM-00001,2025-05-03T13:13:59.914566,withdrawal,50000,TRUE,27,Visa,FALSE
TXN-1746263159-82260,ATM-00001,2025-05-03T10:05:59.914566,withdrawal,5000,TRUE,96,Verve,TRUE
TXN-1746312179-66491,ATM-00001,2025-05-03T23:42:59.914566,withdrawal,50000,TRUE,115,Verve,FALSE
TXN-1746266819-67534,ATM-00001,2025-05-03T11:06:59.914566,withdrawal,20000,TRUE,66,Verve,TRUE
TXN-1746256139-10281,ATM-00001,2025-05-03T08:08:59.914566,balance_inquiry,0,TRUE,29,Visa,FALSE
TXN-1746306959-67987,ATM-00001,2025-05-03T22:15:59.914566,withdrawal,100000,TRUE,93,Mastercard,FALSE
TXN-1746295799-37631,ATM-00001,2025-05-03T19:09:59.914566,withdrawal,50000,TRUE,114,Verve,FALSE
TXN-1746269939-78815,ATM-00001,2025-05-03T11:58:59.914566,withdrawal,10000,TRUE,57,Verve,TRUE
TXN-1746312179-30030,ATM-00001,2025-05-03T23:42:59.914566,withdrawal,20000,TRUE,28,Visa,FALSE
TXN-1746281519-68641,ATM-00001,2025-05-03T15:11:59.914566,withdrawal,5000,TRUE,102,Verve,FALSE
TXN-1746284759-49355,ATM-00001,2025-05-03T16:05:59.914566,withdrawal,50000,TRUE,108,Verve,TRUE
TXN-1746266939-91827,ATM-00001,2025-05-03T11:08:59.914566,withdrawal,100000,TRUE,50,Mastercard,TRUE
TXN-1746243839-95627,ATM-00001,2025-05-03T04:43:59.914566,withdrawal,100000,TRUE,48,Verve,FALSE
TXN-1746281159-40840,ATM-00001,2025-05-03T15:05:59.914566,withdrawal,5000,TRUE,110,Visa,FALSE
TXN-1746254879-90675,ATM-00001,2025-05-03T07:47:59.914566,withdrawal,20000,TRUE,63,Verve,FALSE
TXN-1746294179-16324,ATM-00001,2025-05-03T18:42:59.914566,balance_inquiry,0,TRUE,31,Verve,TRUE
TXN-1746227519-48224,ATM-00001,2025-05-03T00:11:59.914566,withdrawal,5000,TRUE,33,Verve,FALSE
TXN-1746278519-68877,ATM-00001,2025-05-03T14:21:59.914566,withdrawal,5000,TRUE,84,Visa,FALSE
TXN-1746238919-82340,ATM-00001,2025-05-03T03:21:59.914566,withdrawal,20000,TRUE,61,Mastercard,FALSE
TXN-1746299819-48623,ATM-00001,2025-05-03T20:16:59.914566,withdrawal,10000,TRUE,53,Mastercard,FALSE
TXN-1746300779-55101,ATM-00001,2025-05-03T20:32:59.914566,withdrawal,100000,TRUE,109,Mastercard,FALSE
TXN-1746230099-12172,ATM-00001,2025-05-03T00:54:59.914566,withdrawal,50000,TRUE,38,Mastercard,FALSE
TXN-1746235139-76281,ATM-00001,2025-05-03T02:18:59.914566,withdrawal,50000,TRUE,27,Mastercard,FALSE
TXN-1746288119-94937,ATM-00001,2025-05-03T17:01:59.914566,withdrawal,100000,TRUE,70,Mastercard,TRUE
TXN-1746231659-93721,ATM-00001,2025-05-03T01:20:59.914566,withdrawal,100000,TRUE,43,Verve,FALSE
TXN-1746294539-67339,ATM-00001,2025-05-03T18:48:59.914566,withdrawal,20000,TRUE,69,Visa,TRUE
TXN-1746265439-75970,ATM-00001,2025-05-03T10:43:59.914566,withdrawal,5000,TRUE,120,Verve,TRUE
TXN-1746301319-25232,ATM-00001,2025-05-03T20:41:59.914566,withdrawal,10000,TRUE,33,Visa,FALSE
TXN-1746282359-49227,ATM-00001,2025-05-03T15:25:59.914566,balance_inquiry,0,TRUE,109,Mastercard,FALSE
TXN-1746305579-38077,ATM-00001,2025-05-03T21:52:59.914566,balance_inquiry,0,TRUE,31,Mastercard,FALSE
TXN-1746284339-70069,ATM-00001,2025-05-03T15:58:59.914566,withdrawal,5000,TRUE,33,Mastercard,FALSE
TXN-1746256439-86915,ATM-00001,2025-05-03T08:13:59.914566,balance_inquiry,0,TRUE,54,Verve,FALSE
TXN-1746270539-46331,ATM-00001,2025-05-03T12:08:59.914566,withdrawal,10000,TRUE,34,Visa,FALSE
TXN-1746311699-48567,ATM-00001,2025-05-03T23:34:59.914566,withdrawal,100000,TRUE,58,Verve,FALSE
TXN-1746303599-51364,ATM-00001,2025-05-03T21:19:59.914566,withdrawal,100000,TRUE,40,Visa,FALSE
TXN-1746268079-63814,ATM-00001,2025-05-03T11:27:59.914566,withdrawal,5000,TRUE,36,Verve,TRUE
TXN-1746297599-18631,ATM-00001,2025-05-03T19:39:59.914566,balance_inquiry,0,TRUE,60,Visa,FALSE
TXN-1746308639-68079,ATM-00001,2025-05-03T22:43:59.914566,withdrawal,20000,TRUE,83,Mastercard,FALSE
TXN-1746229919-10240,ATM-00001,2025-05-03T00:51:59.914566,withdrawal,20000,TRUE,93,Visa,FALSE
TXN-1746304619-25225,ATM-00001,2025-05-03T21:36:59.914566,withdrawal,20000,FALSE,31,Verve,FALSE
TXN-1746228359-90095,ATM-00001,2025-05-03T00:25:59.914566,withdrawal,10000,TRUE,46,Visa,FALSE
TXN-1746233339-69651,ATM-00001,2025-05-03T01:48:59.914566,withdrawal,100000,TRUE,31,Verve,FALSE
TXN-1746269519-62019,ATM-00001,2025-05-03T11:51:59.914566,withdrawal,10000,TRUE,77,Verve,TRUE
TXN-1746310979-50125,ATM-00001,2025-05-03T23:22:59.914566,withdrawal,20000,TRUE,73,Verve,FALSE
TXN-1746252719-19077,ATM-00001,2025-05-03T07:11:59.914566,balance_inquiry,0,TRUE,96,Verve,FALSE
TXN-1746257519-14651,ATM-00001,2025-05-03T08:31:59.914566,withdrawal,20000,TRUE,19,Visa,FALSE
TXN-1746271139-40970,ATM-00001,2025-05-03T12:18:59.914566,deposit,0,TRUE,45,Visa,FALSE
TXN-1746277559-96824,ATM-00001,2025-05-03T14:05:59.914566,balance_inquiry,0,TRUE,90,Visa,FALSE
TXN-1746278579-99993,ATM-00001,2025-05-03T14:22:59.914566,withdrawal,5000,TRUE,83,Mastercard,FALSE
TXN-1746235199-87467,ATM-00001,2025-05-03T02:19:59.914566,balance_inquiry,0,TRUE,62,Visa,FALSE
TXN-1746295199-73571,ATM-00001,2025-05-03T18:59:59.914566,withdrawal,10000,TRUE,94,Verve,TRUE
TXN-1746254399-23464,ATM-00001,2025-05-03T07:39:59.914566,balance_inquiry,0,TRUE,91,Mastercard,FALSE
TXN-1746232919-69891,ATM-00001,2025-05-03T01:41:59.914566,withdrawal,5000,TRUE,36,Verve,FALSE
TXN-1746277559-84236,ATM-00001,2025-05-03T14:05:59.914566,balance_inquiry,0,TRUE,44,Visa,FALSE
TXN-1746243119-35798,ATM-00001,2025-05-03T04:31:59.914566,withdrawal,10000,TRUE,20,Mastercard,FALSE
TXN-1746298019-25114,ATM-00001,2025-05-03T19:46:59.914566,balance_inquiry,0,TRUE,64,Mastercard,FALSE
TXN-1746243239-54590,ATM-00001,2025-05-03T04:33:59.914566,balance_inquiry,0,TRUE,50,Verve,FALSE
TXN-1746285419-93105,ATM-00001,2025-05-03T16:16:59.914566,deposit,0,TRUE,33,Mastercard,TRUE
TXN-1746312119-85604,ATM-00001,2025-05-03T23:41:59.914566,withdrawal,50000,TRUE,94,Mastercard,FALSE
TXN-1746260639-35792,ATM-00001,2025-05-03T09:23:59.914566,withdrawal,100000,TRUE,61,Mastercard,TRUE
TXN-1746251699-98013,ATM-00001,2025-05-03T06:54:59.914566,withdrawal,10000,TRUE,26,Visa,FALSE
TXN-1746255599-12037,ATM-00001,2025-05-03T07:59:59.914566,balance_inquiry,0,TRUE,88,Verve,FALSE
TXN-1746260399-56594,ATM-00001,2025-05-03T09:19:59.914566,withdrawal,20000,TRUE,96,Verve,TRUE
TXN-1746230759-92914,ATM-00001,2025-05-03T01:05:59.914566,withdrawal,50000,TRUE,31,Mastercard,FALSE
TXN-1746268439-85115,ATM-00001,2025-05-03T11:33:59.914566,balance_inquiry,0,TRUE,58,Verve,TRUE
TXN-1746254639-86128,ATM-00001,2025-05-03T07:43:59.914566,withdrawal,10000,TRUE,26,Mastercard,FALSE
TXN-1746311219-74834,ATM-00001,2025-05-03T23:26:59.914566,withdrawal,5000,TRUE,109,Visa,FALSE
TXN-1746229199-93247,ATM-00001,2025-05-03T00:39:59.914566,withdrawal,10000,TRUE,108,Visa,FALSE
TXN-1746297659-50761,ATM-00001,2025-05-03T19:40:59.914566,withdrawal,50000,TRUE,52,Verve,FALSE
TXN-1746281879-34887,ATM-00001,2025-05-03T15:17:59.914566,withdrawal,10000,TRUE,95,Mastercard,FALSE
TXN-1746308399-93072,ATM-00001,2025-05-03T22:39:59.914566,balance_inquiry,0,TRUE,81,Visa,FALSE
TXN-1746299759-51010,ATM-00001,2025-05-03T20:15:59.914566,withdrawal,20000,TRUE,102,Verve,FALSE
TXN-1746309659-92619,ATM-00001,2025-05-03T23:00:59.914566,balance_inquiry,0,TRUE,92,Visa,FALSE
TXN-1746264119-86418,ATM-00001,2025-05-03T10:21:59.914566,withdrawal,5000,TRUE,80,Mastercard,TRUE
TXN-1746285299-16792,ATM-00001,2025-05-03T16:14:59.914566,withdrawal,100000,TRUE,39,Visa,TRUE
TXN-1746308399-71148,ATM-00001,2025-05-03T22:39:59.914566,withdrawal,50000,TRUE,50,Visa,FALSE
TXN-1746240239-73231,ATM-00001,2025-05-03T03:43:59.914566,balance_inquiry,0,TRUE,19,Visa,FALSE
TXN-1746297599-76685,ATM-00001,2025-05-03T19:39:59.914566,withdrawal,100000,TRUE,93,Mastercard,FALSE
TXN-1746301979-15588,ATM-00001,2025-05-03T20:52:59.914566,withdrawal,10000,TRUE,95,Visa,FALSE
TXN-1746249479-81079,ATM-00001,2025-05-03T06:17:59.914566,withdrawal,20000,TRUE,46,Verve,FALSE
TXN-1746290819-18835,ATM-00001,2025-05-03T17:46:59.914566,withdrawal,100000,TRUE,20,Verve,TRUE
TXN-1746235079-48491,ATM-00001,2025-05-03T02:17:59.914566,withdrawal,20000,TRUE,75,Visa,FALSE
TXN-1746236819-27252,ATM-00001,2025-05-03T02:46:59.914566,withdrawal,100000,TRUE,118,Visa,FALSE
TXN-1746299939-58927,ATM-00001,2025-05-03T20:18:59.914566,deposit,0,TRUE,114,Verve,FALSE
TXN-1746256379-58154,ATM-00001,2025-05-03T08:12:59.914566,withdrawal,5000,TRUE,53,Visa,FALSE
TXN-1746252599-68087,ATM-00001,2025-05-03T07:09:59.914566,balance_inquiry,0,TRUE,119,Visa,FALSE
TXN-1746274439-66022,ATM-00001,2025-05-03T13:13:59.914566,withdrawal,5000,TRUE,86,Visa,FALSE
TXN-1746275999-89536,ATM-00001,2025-05-03T13:39:59.914566,withdrawal,5000,TRUE,19,Visa,FALSE
TXN-1746234959-70784,ATM-00001,2025-05-03T02:15:59.914566,withdrawal,5000,TRUE,107,Visa,FALSE
TXN-1746308459-95740,ATM-00001,2025-05-03T22:40:59.914566,withdrawal,50000,TRUE,116,Visa,FALSE
TXN-1746259439-94238,ATM-00001,2025-05-03T09:03:59.914566,withdrawal,20000,TRUE,95,Mastercard,TRUE
TXN-1746294059-17308,ATM-00001,2025-05-03T18:40:59.914566,deposit,0,TRUE,63,Mastercard,TRUE
TXN-1746269399-40415,ATM-00001,2025-05-03T11:49:59.914566,withdrawal,20000,TRUE,47,Visa,TRUE
TXN-1746311639-60927,ATM-00001,2025-05-03T23:33:59.914566,withdrawal,50000,TRUE,83,Mastercard,FALSE
TXN-1746278159-48373,ATM-00001,2025-05-03T14:15:59.914566,withdrawal,50000,TRUE,40,Mastercard,FALSE
TXN-1746247079-19980,ATM-00001,2025-05-03T05:37:59.914566,withdrawal,10000,TRUE,106,Visa,FALSE
TXN-1746274499-24040,ATM-00001,2025-05-03T13:14:59.914566,withdrawal,20000,TRUE,26,Mastercard,FALSE
TXN-1746241919-79837,ATM-00001,2025-05-03T04:11:59.914566,withdrawal,20000,TRUE,63,Mastercard,FALSE
TXN-1746286739-44624,ATM-00001,2025-05-03T16:38:59.914566,withdrawal,5000,TRUE,29,Mastercard,TRUE
TXN-1746243539-10599,ATM-00001,2025-05-03T04:38:59.914566,balance_inquiry,0,TRUE,98,Verve,FALSE
TXN-1746309659-63876,ATM-00001,2025-05-03T23:00:59.914566,withdrawal,50000,TRUE,97,Verve,FALSE
TXN-1746302459-64404,ATM-00001,2025-05-03T21:00:59.914566,withdrawal,20000,TRUE,41,Verve,FALSE
TXN-1746260039-18769,ATM-00001,2025-05-03T09:13:59.914566,withdrawal,50000,TRUE,24,Verve,TRUE
TXN-1746289679-79577,ATM-00001,2025-05-03T17:27:59.914566,withdrawal,20000,TRUE,15,Mastercard,TRUE
TXN-1746290099-33949,ATM-00001,2025-05-03T17:34:59.914566,balance_inquiry,0,TRUE,58,Visa,TRUE
TXN-1746298019-19848,ATM-00001,2025-05-03T19:46:59.914566,withdrawal,50000,TRUE,98,Visa,FALSE
TXN-1746303719-71372,ATM-00001,2025-05-03T21:21:59.914566,deposit,0,TRUE,93,Visa,FALSE
TXN-1746256139-16370,ATM-00001,2025-05-03T08:08:59.914566,withdrawal,5000,TRUE,56,Visa,FALSE
TXN-1746260759-93638,ATM-00001,2025-05-03T09:25:59.914566,withdrawal,50000,TRUE,63,Visa,TRUE
TXN-1746288539-60058,ATM-00001,2025-05-03T17:08:59.914566,withdrawal,20000,TRUE,60,Verve,TRUE
TXN-1746274919-20009,ATM-00001,2025-05-03T13:21:59.914566,withdrawal,20000,TRUE,96,Verve,FALSE
TXN-1746261059-71315,ATM-00001,2025-05-03T09:30:59.914566,withdrawal,20000,TRUE,80,Visa,TRUE
TXN-1746228119-57380,ATM-00001,2025-05-03T00:21:59.914566,withdrawal,50000,TRUE,100,Mastercard,FALSE
TXN-1746269099-95085,ATM-00001,2025-05-03T11:44:59.914566,withdrawal,50000,TRUE,20,Visa,TRUE
TXN-1746239699-38074,ATM-00001,2025-05-03T03:34:59.914566,deposit,0,TRUE,69,Verve,FALSE
TXN-1746248219-74211,ATM-00001,2025-05-03T05:56:59.914566,withdrawal,10000,TRUE,116,Mastercard,FALSE
TXN-1746243359-25680,ATM-00001,2025-05-03T04:35:59.914566,withdrawal,10000,TRUE,106,Verve,FALSE
TXN-1746258779-36465,ATM-00001,2025-05-03T08:52:59.914566,deposit,0,TRUE,91,Verve,FALSE
TXN-1746294719-17007,ATM-00001,2025-05-03T18:51:59.914566,withdrawal,10000,TRUE,89,Visa,TRUE
TXN-1746256499-92778,ATM-00001,2025-05-03T08:14:59.914566,withdrawal,20000,TRUE,61,Mastercard,FALSE
TXN-1746259859-35803,ATM-00001,2025-05-03T09:10:59.914566,balance_inquiry,0,TRUE,75,Verve,TRUE
TXN-1746269339-11301,ATM-00001,2025-05-03T11:48:59.914566,withdrawal,10000,TRUE,42,Verve,TRUE
TXN-1746270599-77482,ATM-00001,2025-05-03T12:09:59.914566,balance_inquiry,0,TRUE,33,Mastercard,FALSE
TXN-1746232259-15613,ATM-00001,2025-05-03T01:30:59.914566,withdrawal,50000,TRUE,76,Verve,FALSE
TXN-1746248039-67550,ATM-00001,2025-05-03T05:53:59.914566,balance_inquiry,0,TRUE,69,Verve,FALSE
TXN-1746280679-94472,ATM-00001,2025-05-03T14:57:59.914566,withdrawal,20000,TRUE,56,Mastercard,FALSE
TXN-1746276539-47266,ATM-00001,2025-05-03T13:48:59.914566,withdrawal,100000,TRUE,57,Mastercard,FALSE
TXN-1746292679-23999,ATM-00001,2025-05-03T18:17:59.914566,deposit,0,TRUE,25,Mastercard,TRUE
TXN-1746250859-82378,ATM-00001,2025-05-03T06:40:59.914566,withdrawal,5000,TRUE,68,Mastercard,FALSE
TXN-1746299159-48685,ATM-00001,2025-05-03T20:05:59.914566,withdrawal,20000,TRUE,113,Mastercard,FALSE
TXN-1746258179-28729,ATM-00001,2025-05-03T08:42:59.914566,withdrawal,100000,TRUE,108,Verve,FALSE
TXN-1746232919-76231,ATM-00001,2025-05-03T01:41:59.914566,withdrawal,100000,TRUE,36,Verve,FALSE
TXN-1746259199-19054,ATM-00001,2025-05-03T08:59:59.914566,balance_inquiry,0,TRUE,61,Mastercard,FALSE
TXN-1746309239-18129,ATM-00001,2025-05-03T22:53:59.914566,balance_inquiry,0,FALSE,110,Verve,FALSE
TXN-1746263819-87577,ATM-00001,2025-05-03T10:16:59.914566,withdrawal,50000,TRUE,35,Verve,TRUE
TXN-1746271319-95541,ATM-00001,2025-05-03T12:21:59.914566,withdrawal,5000,TRUE,90,Verve,FALSE
TXN-1746227399-54433,ATM-00001,2025-05-03T00:09:59.914566,deposit,0,TRUE,58,Verve,FALSE
TXN-1746241739-26234,ATM-00001,2025-05-03T04:08:59.914566,withdrawal,10000,TRUE,74,Verve,FALSE
TXN-1746264899-86938,ATM-00001,2025-05-03T10:34:59.914566,withdrawal,10000,TRUE,94,Mastercard,TRUE
TXN-1746263159-25277,ATM-00001,2025-05-03T10:05:59.914566,withdrawal,50000,TRUE,57,Mastercard,TRUE
TXN-1746257039-83143,ATM-00001,2025-05-03T08:23:59.914566,withdrawal,20000,TRUE,61,Mastercard,FALSE
TXN-1746308279-55757,ATM-00001,2025-05-03T22:37:59.914566,withdrawal,20000,TRUE,112,Verve,FALSE
TXN-1746299759-26555,ATM-00001,2025-05-03T20:15:59.914566,withdrawal,100000,TRUE,119,Verve,FALSE
TXN-1746235319-72995,ATM-00001,2025-05-03T02:21:59.914566,deposit,0,FALSE,54,Mastercard,FALSE
TXN-1746264059-38591,ATM-00001,2025-05-03T10:20:59.914566,withdrawal,10000,TRUE,64,Verve,TRUE
TXN-1746290699-49542,ATM-00001,2025-05-03T17:44:59.914566,withdrawal,50000,TRUE,107,Verve,TRUE
TXN-1746244799-37296,ATM-00001,2025-05-03T04:59:59.914566,deposit,0,TRUE,43,Verve,FALSE
TXN-1746256439-42984,ATM-00001,2025-05-03T08:13:59.914566,withdrawal,20000,TRUE,38,Verve,FALSE
TXN-1746249059-39457,ATM-00001,2025-05-03T06:10:59.914566,withdrawal,5000,TRUE,71,Mastercard,FALSE
TXN-1746310919-79223,ATM-00001,2025-05-03T23:21:59.914566,balance_inquiry,0,TRUE,52,Verve,FALSE
TXN-1746278099-58050,ATM-00001,2025-05-03T14:14:59.914566,withdrawal,10000,TRUE,79,Verve,FALSE
TXN-1746257819-96634,ATM-00001,2025-05-03T08:36:59.914566,withdrawal,100000,TRUE,65,Visa,FALSE
TXN-1746284279-11044,ATM-00001,2025-05-03T15:57:59.914566,withdrawal,100000,TRUE,96,Visa,FALSE
TXN-1746264899-39047,ATM-00001,2025-05-03T10:34:59.914566,withdrawal,20000,TRUE,50,Verve,TRUE
TXN-1746285779-62024,ATM-00001,2025-05-03T16:22:59.914566,withdrawal,20000,TRUE,114,Mastercard,TRUE
TXN-1746306179-47917,ATM-00001,2025-05-03T22:02:59.914566,withdrawal,50000,TRUE,40,Mastercard,FALSE
TXN-1746282899-33764,ATM-00001,2025-05-03T15:34:59.914566,withdrawal,20000,TRUE,93,Mastercard,FALSE
TXN-1746248819-24208,ATM-00001,2025-05-03T06:06:59.914566,balance_inquiry,0,TRUE,28,Mastercard,FALSE
TXN-1746227279-42860,ATM-00001,2025-05-03T00:07:59.914566,deposit,0,TRUE,74,Verve,FALSE
TXN-1746239039-43376,ATM-00001,2025-05-03T03:23:59.914566,withdrawal,10000,TRUE,38,Visa,FALSE
TXN-1746287159-71704,ATM-00001,2025-05-03T16:45:59.914566,withdrawal,100000,TRUE,101,Visa,TRUE
TXN-1746280199-48117,ATM-00001,2025-05-03T14:49:59.914566,deposit,0,TRUE,62,Visa,FALSE
TXN-1746280319-69785,ATM-00001,2025-05-03T14:51:59.914566,deposit,0,TRUE,58,Verve,FALSE
TXN-1746270299-11917,ATM-00001,2025-05-03T12:04:59.914566,withdrawal,20000,TRUE,78,Visa,FALSE
TXN-1746257579-16322,ATM-00001,2025-05-03T08:32:59.914566,withdrawal,50000,TRUE,26,Visa,FALSE
TXN-1746235619-69606,ATM-00001,2025-05-03T02:26:59.914566,withdrawal,20000,TRUE,91,Mastercard,FALSE
TXN-1746311699-49896,ATM-00001,2025-05-03T23:34:59.914566,withdrawal,5000,TRUE,110,Verve,FALSE
TXN-1746271859-86842,ATM-00001,2025-05-03T12:30:59.914566,withdrawal,100000,TRUE,89,Mastercard,FALSE
TXN-1746288059-86241,ATM-00001,2025-05-03T17:00:59.914566,withdrawal,20000,TRUE,27,Visa,TRUE
TXN-1746280259-48744,ATM-00001,2025-05-03T14:50:59.914566,withdrawal,50000,TRUE,57,Verve,FALSE
TXN-1746256139-14123,ATM-00001,2025-05-03T08:08:59.914566,withdrawal,20000,TRUE,114,Visa,FALSE
TXN-1746228359-53972,ATM-00001,2025-05-03T00:25:59.914566,withdrawal,5000,TRUE,103,Mastercard,FALSE
TXN-1746265919-61881,ATM-00001,2025-05-03T10:51:59.914566,withdrawal,100000,TRUE,106,Visa,TRUE
TXN-1746285599-54569,ATM-00001,2025-05-03T16:19:59.914566,withdrawal,10000,TRUE,79,Mastercard,TRUE
TXN-1746307739-90333,ATM-00001,2025-05-03T22:28:59.914566,withdrawal,10000,TRUE,80,Verve,FALSE
TXN-1746282119-33136,ATM-00001,2025-05-03T15:21:59.914566,withdrawal,100000,TRUE,51,Verve,FALSE
TXN-1746239519-39409,ATM-00001,2025-05-03T03:31:59.914566,deposit,0,TRUE,113,Verve,FALSE
TXN-1746235079-19454,ATM-00001,2025-05-03T02:17:59.914566,withdrawal,20000,TRUE,62,Visa,FALSE
TXN-1746276659-39196,ATM-00001,2025-05-03T13:50:59.914566,withdrawal,20000,TRUE,39,Visa,FALSE
TXN-1746262319-11980,ATM-00001,2025-05-03T09:51:59.914566,balance_inquiry,0,TRUE,26,Visa,TRUE
TXN-1746295139-33038,ATM-00001,2025-05-03T18:58:59.914566,withdrawal,5000,TRUE,27,Visa,TRUE
TXN-1746257279-39168,ATM-00001,2025-05-03T08:27:59.914566,deposit,0,TRUE,72,Mastercard,FALSE
TXN-1746246899-41809,ATM-00001,2025-05-03T05:34:59.914566,withdrawal,100000,TRUE,46,Verve,FALSE
TXN-1746247499-93590,ATM-00001,2025-05-03T05:44:59.914566,balance_inquiry,0,TRUE,81,Mastercard,FALSE
TXN-1746250379-16890,ATM-00001,2025-05-03T06:32:59.914566,withdrawal,100000,TRUE,23,Visa,FALSE
TXN-1746258299-54404,ATM-00001,2025-05-03T08:44:59.914566,withdrawal,5000,TRUE,41,Mastercard,FALSE
TXN-1746256199-53337,ATM-00001,2025-05-03T08:09:59.914566,withdrawal,5000,TRUE,70,Verve,FALSE
TXN-1746277979-72169,ATM-00001,2025-05-03T14:12:59.914566,deposit,0,TRUE,63,Mastercard,FALSE
TXN-1746275339-11747,ATM-00001,2025-05-03T13:28:59.914566,deposit,0,TRUE,49,Visa,FALSE
TXN-1746256919-23302,ATM-00001,2025-05-03T08:21:59.914566,balance_inquiry,0,TRUE,96,Mastercard,FALSE
TXN-1746259019-60802,ATM-00001,2025-05-03T08:56:59.914566,withdrawal,50000,TRUE,85,Visa,FALSE
TXN-1746295499-42330,ATM-00001,2025-05-03T19:04:59.914566,balance_inquiry,0,TRUE,108,Verve,FALSE
TXN-1746256799-18713,ATM-00001,2025-05-03T08:19:59.914566,withdrawal,10000,TRUE,22,Mastercard,FALSE
TXN-1746264299-78976,ATM-00001,2025-05-03T10:24:59.914566,withdrawal,50000,TRUE,46,Visa,TRUE
TXN-1746304679-35297,ATM-00001,2025-05-03T21:37:59.914566,withdrawal,10000,TRUE,113,Visa,FALSE
TXN-1746295139-17414,ATM-00001,2025-05-03T18:58:59.914566,withdrawal,10000,TRUE,117,Mastercard,TRUE
TXN-1746264659-44949,ATM-00001,2025-05-03T10:30:59.914566,withdrawal,20000,TRUE,21,Visa,TRUE
TXN-1746231599-10070,ATM-00001,2025-05-03T01:19:59.914566,balance_inquiry,0,TRUE,23,Verve,FALSE
